source_type,column,algo,entry_index,nar,api_model,model_name,scenario,mode,batch_size,section_order,seed,run_stamp,json_path,algo_label
json_run,Flights CHI->NYC,tournament,1,0.016611,groq,llama-3.3-70b-versatile,flights_chi_nyc,Complicated_structured,32,"persona,attributes,priorities",1474,20260511_163727,/Users/adamjovine/Documents/IJCAI/LISTEN-IJCAI/outputs/paper__REPS40__iters25__seed1234__20260511_163727/flights_chi_nyc/flights_chi_nyc__tournament__Complicated_structured__apigroq__llmllama-3.3-70b-versatile__B32__iters25__seed1474__20260511_163727.json,TournamentExperiment
json_run,Flights CHI->NYC,tournament,2,0.509413,groq,llama-3.3-70b-versatile,flights_chi_nyc,Complicated_structured,32,"persona,attributes,priorities",1475,20260511_163727,/Users/adamjovine/Documents/IJCAI/LISTEN-IJCAI/outputs/paper__REPS40__iters25__seed1234__20260511_163727/flights_chi_nyc/flights_chi_nyc__tournament__Complicated_structured__apigroq__llmllama-3.3-70b-versatile__B32__iters25__seed1475__20260511_163727.json,TournamentExperiment
json_run,Flights CHI->NYC,tournament,3,0.509413,groq,llama-3.3-70b-versatile,flights_chi_nyc,Complicated_structured,32,"persona,attributes,priorities",1476,20260511_163727,/Users/adamjovine/Documents/IJCAI/LISTEN-IJCAI/outputs/paper__REPS40__iters25__seed1234__20260511_163727/flights_chi_nyc/flights_chi_nyc__tournament__Complicated_structured__apigroq__llmllama-3.3-70b-versatile__B32__iters25__seed1476__20260511_163727.json,TournamentExperiment
json_run,Flights CHI->NYC,tournament,4,0.509413,groq,llama-3.3-70b-versatile,flights_chi_nyc,Complicated_structured,32,"persona,attributes,priorities",1477,20260511_163727,/Users/adamjovine/Documents/IJCAI/LISTEN-IJCAI/outputs/paper__REPS40__iters25__seed1234__20260511_163727/flights_chi_nyc/flights_chi_nyc__tournament__Complicated_structured__apigroq__llmllama-3.3-70b-versatile__B32__iters25__seed1477__20260511_163727.json,TournamentExperiment
json_run,Flights CHI->NYC,tournament,5,0.509413,groq,llama-3.3-70b-versatile,flights_chi_nyc,Complicated_structured,32,"persona,attributes,priorities",1478,20260511_163727,/Users/adamjovine/Documents/IJCAI/LISTEN-IJCAI/outputs/paper__REPS40__iters25__seed1234__20260511_163727/flights_chi_nyc/flights_chi_nyc__tournament__Complicated_structured__apigroq__llmllama-3.3-70b-versatile__B32__iters25__seed1478__20260511_163727.json,TournamentExperiment
json_run,Flights CHI->NYC,tournament,6,0.509413,groq,llama-3.3-70b-versatile,flights_chi_nyc,Complicated_structured,32,"persona,attributes,priorities",1479,20260511_163727,/Users/adamjovine/Documents/IJCAI/LISTEN-IJCAI/outputs/paper__REPS40__iters25__seed1234__20260511_163727/flights_chi_nyc/flights_chi_nyc__tournament__Complicated_structured__apigroq__llmllama-3.3-70b-versatile__B32__iters25__seed1479__20260511_163727.json,TournamentExperiment
json_run,Flights CHI->NYC,tournament,7,0.509413,groq,llama-3.3-70b-versatile,flights_chi_nyc,Complicated_structured,32,"persona,attributes,priorities",1480,20260511_163727,/Users/adamjovine/Documents/IJCAI/LISTEN-IJCAI/outputs/paper__REPS40__iters25__seed1234__20260511_163727/flights_chi_nyc/flights_chi_nyc__tournament__Complicated_structured__apigroq__llmllama-3.3-70b-versatile__B32__iters25__seed1480__20260511_163727.json,TournamentExperiment
json_run,Flights CHI->NYC,tournament,8,0.509413,groq,llama-3.3-70b-versatile,flights_chi_nyc,Complicated_structured,32,"persona,attributes,priorities",1481,20260511_163727,/Users/adamjovine/Documents/IJCAI/LISTEN-IJCAI/outputs/paper__REPS40__iters25__seed1234__20260511_163727/flights_chi_nyc/flights_chi_nyc__tournament__Complicated_structured__apigroq__llmllama-3.3-70b-versatile__B32__iters25__seed1481__20260511_163727.json,TournamentExperiment
json_run,Flights CHI->NYC,tournament,9,0.509413,groq,llama-3.3-70b-versatile,flights_chi_nyc,Complicated_structured,32,"persona,attributes,priorities",1482,20260511_163727,/Users/adamjovine/Documents/IJCAI/LISTEN-IJCAI/outputs/paper__REPS40__iters25__seed1234__20260511_163727/flights_chi_nyc/flights_chi_nyc__tournament__Complicated_structured__apigroq__llmllama-3.3-70b-versatile__B32__iters25__seed1482__20260511_163727.json,TournamentExperiment
json_run,Flights CHI->NYC,tournament,10,0.013289,groq,llama-3.3-70b-versatile,flights_chi_nyc,Complicated_structured,32,"persona,attributes,priorities",1483,20260511_163727,/Users/adamjovine/Documents/IJCAI/LISTEN-IJCAI/outputs/paper__REPS40__iters25__seed1234__20260511_163727/flights_chi_nyc/flights_chi_nyc__tournament__Complicated_structured__apigroq__llmllama-3.3-70b-versatile__B32__iters25__seed1483__20260511_163727.json,TournamentExperiment
